id_cnpj,cd_cnae_prin,uf,sacado_indice_liquidez_1m,cedente_indice_liquidez_1m,score_materialidade_evolucao,media_atraso_dias,indicador_liquidez_quantitativo_3m,share_vl_inad_pag_bol_6_a_15d,score_quantidade_v2,score_materialidade_v2
c137becbf8aeb57d1cb29eafa0506837ae986c18e10ba4ea5c0b83a88f2f3926,4645101,PE,0.4481909969747601,0.6774862978218025,776,129.7869318181818,0.920,0.03242,979,989
b1bb807c40ce30f95cc5259ad2eec9b9b9296e5b65a7fa242619b31bdc49c43a,1052000,CE,0.76887140150662,,220,90.20366598778004,0.770,0.13992,938,989
4733136b86db508a2c0dcdfd849bbdd1452f30d4cb3ca0fff8793b077d6fd573,4781400,MS,0.7989474865374844,,572,165.500,0.960,0.000,947,988
982036e318d814e915ae8c0d187cb125a6e8c5fa4b20f5a93f7f2a9daa8ce927,4693100,PB,0.3303657706599892,0.7516913702244389,431,138.000,0.870,0.34612,28,881
d63a468b6d43dee9a4c5aa7f8e9dab9a4b5584b5505a00350713377a02a794f1,2539001,SP,0.5266692378531128,,173,84.61904761904762,0.390,0.15071,74,949
821f1d7a40216f34171d007c54543f43bb5103d0eb09796f284c68aa0d6a31de,1314600,SC,0.8630369099042638,0.9723485370688637,894,164.8181818181818,0.820,0.13674,979,988
a5034ebfc4262f9d24edb33f16dd24272a11334d51d2cea142cfba900627211c,4781400,BA,0.9711599775009012,,877,164.16666666666666,0.980,0.16569,970,988
8368e7aa6c35068d714a8059853b56aefe7eaacbedce3f613eb7768b34b087db,2222600,"",0.8923090378906828,0.29016389432939665,777,131.03846153846155,0.870,0.23912,979,988
998d9d40c035e2068d6ef95f1837f679eb28748d66dc182b1112cf4cb2c190fc,4646001,PB,0.983372210300423,,915,166.000,0.960,0.000,969,989
30fc6c6e578465afbdd8adc42d936364e35a287a3b173f91f49509aa949c513f,1066000,SP,0.19270524826194854,1.000,331,138.07407407407408,0.500,0.06222,277,862
4d0dafaca69a980bd3c4aec69f062c49e85851f911d14b2753978708e6f09b4e,4771701,PR,0.9324204105410605,0.7523809523809524,951,235.96666666666667,0.980,0.0395,983,989
e06c13943cc36094d2b5ac273125a1d59818716a9382b8388844fdf64ce46f95,1099699,GO,0.8967506015635441,0.924533200535846,947,166.27586206896552,0.950,0.13687,983,989
50628476227a0a824a15034de553ab56706a7cd284b5655de7a4532357fab7dd,4712100,SP,0.9032955006460096,0.5533764984884421,886,154.13194444444446,0.960,0.06289,979,989
2e8d17ae93017dead49a92c84433f2377882df47cd695e6b9f34d355151553ea,6437900,"",0.8893543851824851,0.6174962535281407,861,226.050,0.910,0.000,969,984
e4b59bae80cf013d940f521580e077574a5d9aa8ff61d02f0a355a4f67cc776f,1011201,PA,0.8670010477201944,0.7127591026968003,936,196.62295081967213,0.930,0.04556,979,987
cedef8508b41742d1d9e637417dfdd164d0e01003ef248aabdcf01fdadfa5f6e,4781400,SC,0.9771618790967871,0.7713725110621351,959,58.000,0.980,0.15315,973,988
21dff853e547f2780248a1d3dcdd625e4f8f47f49474ad4abb11517688241479,4771701,PR,0.9482491104828326,,942,176.95238095238096,0.920,0.0668,981,987
b0bf5b333f0638a2fa60313a27cb544a408d783cdd28ada82ff2d95557e1c773,4771701,PR,0.9917979227363032,,951,256.2621359223301,0.990,0.01729,983,988
043b826aad24628fde2e145a11ae9bee12155e75b8d3b58ddbc0c3343a2a150d,4511101,SP,0.7474290644131373,0.9981322368899148,948,195.0952380952381,0.910,0.00315,981,985
93bba616aec5c3b15191607c231c2893341bb7b9b6252f33b56ee694ba8909c1,4761003,RS,0.9979200259486078,1.000,959,128.16666666666666,0.940,0.12413,965,989
58ad479c00361c94b1120d8544cfed5218ca98f2fb5acc52b8a78cdcc2bf1e0b,4782201,SP,0.14474446084581827,,133,53.58252427184466,0.750,0.30243,73,877
4d1e0e6bed46a63ac17c97ef153512dddf1b601475604524eab9a2cc5b581a91,1095300,RJ,0.9357594434160064,0.8690092480372663,857,177.57142857142858,0.910,0.07693,964,989
7c490978d75d9f3cd1ef4c3837d918a2e6d08d831feefa5a5d06748c735f4e8d,4713002,"",0.9380040597248911,,843,48.000,0.930,0.000,844,974
63e670ef5ec4071adcd6df2979de0214e12f2fcb6f085977f682918ace704f39,1313800,PR,0.785093166180128,0.6591664929008307,770,169.3272727272727,0.880,0.01536,948,982
e3c8b56d8a83a41614fcd8b653051b4af28ad27b21fc626ff228c99815d94e72,4930202,RJ,0.5503332343358835,0.26509009529607225,169,88.60629921259843,0.590,0.2138,51,913
c479853786b1c4a3324d1a682b7311662c4e0a7e55886bf662ca1fcdeb574614,2610800,SP,0.8930731240515386,0.7751469172449356,788,180.06666666666666,0.720,0.000,973,989
333801b4183b8a249cf62ff3d8d2d6ff159c0f97151cb4df0b538930355cfc4f,4771701,PR,0.9608815099081929,,929,197.8421052631579,0.970,0.10038,979,989
b64a76c903c4669411ba7fc2e66a29f47b76cb0741254d070e82448664c3e848,2222600,SC,0.48907971154663077,0.9781942683255725,787,193.33333333333334,0.910,0.68132,957,945
10c1e2787c1bbaa72cc3e778911fd42074c679a1cd846fa98295816747309362,4744099,MT,0.7412722535355576,,952,228.08333333333334,0.970,0.55231,982,989
addbd3486c121294553296d0842316df9b35d8376083badd33e13c9bcdc4ab16,4632001,SP,0.22275703678348732,0.7638487299458712,728,74.775,0.900,0.2623,230,930
2bd209b581c1c82f456ea10d292dac692edad2e6d632b643191c310d38ed09c1,2949299,SC,0.7399036707176011,0.9515152109947314,353,179.18960244648318,0.750,0.04838,925,988
486fde6fa2d6f06d016daeff89e2f22dc2bfd5aa889c536a334cf0fb4fc02b33,2342701,SP,0.9940814247356137,0.9417591785298144,952,221.700,0.970,0.05924,980,988
e9ef22a806d9f413a6079220141770df48ab95686eff358e3536a97cdfddccaf,4771701,PR,0.9812097732190815,,953,271.84615384615387,0.990,0.000,984,988
557f79c72b683776da4fc0e89237287df0cc680d92fb63cb717265a9c749a62d,4771701,PR,0.6545833085362318,,517,94.960,0.900,0.10514,217,972
8e012ecaf6af63693df0f5ec577307b0b7925f7d5f0f151da3fcb9ee8edef915,4644301,BA,0.7961311264514805,,847,136.7156862745098,0.960,0.16094,983,987
29717095c354fdcdf4a0ad1df8cc7bc37085904fa1660f1ea94eef775d75861e,1412603,SP,0.8697007880376022,,881,192.19230769230768,0.930,0.16507,971,988
e75b3585eacfbf6bb7b42504a6e91a875c2f7eec1a1ba35a7778167e738670c7,4781400,BA,0.939367447122053,,931,287.000,0.970,0.000,973,988
4f9570c991d16d0fe0dceab00ec86008f0d096249ef0790658464c0e69bc4931,4781400,SP,0.9841293439083793,,963,264.77777777777777,0.960,0.000,984,988
190fa3e7593a8f23241d95bdf430787ec0537c74fd8768d151977e433eba13cd,5510801,CE,0.5200421091477554,0.050,939,142.30769230769232,0.930,0.01557,974,989
68e2b7ecc0b7a98bf05c12fee5e916923c20f6c777036f289eccfe3cd1c79e12,2532201,SP,0.7535524608854639,,771,134.07692307692307,0.880,0.05861,964,982
33af30d761e617e28b4e23326de4c0075d0a6a25ca4e1be8eaf2a676c1d0e891,4644301,SC,0.9705878012943722,,960,217.82758620689654,0.970,0.07443,978,989
f6af555951fa77d30a487197f28fe725b6a10744dc8213cf3e35829e4e5a9a0d,3101200,RS,0.9662592260656202,0.9105266213641705,952,217.91698113207548,0.950,0.00086,978,988
2a2c613f90f59f3217b6946f41859700e21456a5a262a077fbac353925835673,4711302,SP,0.9447680762431456,,960,219.37190082644628,0.960,0.02644,982,989
6a828128ca0ea66d6328b35915f9738d035a69a4dd30b6d24b2348c0e85aa39a,4639701,SP,0.9887172655918902,0.8306274942350935,957,242.580,0.980,0.03169,981,988
104182a6e6d86059ff7bba89dfaa335dc703f0e1c9024547147050bc10524a1a,133402,MG,0.7582821144820616,0.9583465072545891,943,185.65151515151516,0.920,0.13356,980,989
f8a279c66b7da36f95ec86e317cb70e2fab726ffb5aef130490929e1dbce9ca3,2452100,MG,0.9856590670042716,,927,155.61111111111111,0.920,0.00147,978,989
eec76c58ec07dd38491fbbf01d36aa6db1053d4cf5ef3091e00afe96734285b2,5611201,GO,,1.000,715,0.000,,0.000,793,883
7a5fc3cf694714f445cbcc1ddb05e80d8a725fb47617ae88b25b07a151912810,1013901,RS,1.000,,932,0.000,0.920,0.000,961,986
79ce7d9ae5e88d9a08b06d2bd67321957a87753fe9c65ee6654a20cb89e8bb06,4322302,MG,0.9630350658848268,0.7538296305760799,927,183.200,0.930,0.13568,973,987
3e723111b549daf6c7e36fa0fca8efc9489aa87f0a617c4a5689adc0d311805c,4781400,RS,1.000,0.6930681595698173,948,232.8181818181818,0.920,0.000,975,987
704c7507832f5e06adc59a3344447d5fa631c6a409a7bf4bbd82b59752bebc84,2733300,SP,0.9781397826134203,0.4710682186321077,954,242.96428571428572,0.960,0.000,978,988
c2257be1ce082ccd5a0427fc513c152679ecb44d81e15841c97f596bd8c6f5f1,4530703,RS,0.9675096899714722,1.000,957,180.250,0.950,0.000,932,987
acd503359d282251d48305117cbf44a62f5495903e5fbbdcea9e79ba632b7a36,4684201,RS,0.9857950613205199,1.000,944,127.600,0.930,0.000,972,989
607ab5538defa95f6b208c36f98659fe79a5553abb99e96b0f63ec17b624823f,4771701,PR,0.5081230771124701,,366,177.6590909090909,0.800,0.10108,179,869
17263a13c8abd16d9935d03b2c7173fc87c319b91dda4e1da15b4b3f074b664b,4781400,SP,0.43413354471089627,0.7126256390439751,141,68.61111111111111,0.580,0.51538,100,970
5e948f2d80d0997d8c710c9ae8c971cae0be09b9be09bc68439bc83957068a56,4771701,PR,0.8050247108907482,,869,227.1578947368421,0.970,0.000,974,987
b4478794908248e365a0465f941ab2c0f0785ee26e501f77b66f3c0bc4fd8fb3,4757100,SP,0.8736821691548801,0.9923080624340641,830,85.000,0.780,0.000,891,987
d41642384f9d4361d392f244fb1ee4c00c0921435133a631b9fad5ebdc1f080e,4639701,PE,0.45452746729308807,0.9243815435573134,841,171.44444444444446,0.840,0.97789,959,989
162568312fead3ba1cb2baf78a8645dd97b30df1b15df46831677cadb93c4bf5,4646001,SP,0.4442359650733038,0.8527427143901456,373,120.480,0.750,0.18753,523,978
a0b31f39dfd0e252638e489da35392783c90e511fd43d26ca0975d57f33c6520,4781400,PA,0.9664600992059298,,806,0.000,0.910,0.000,974,988
edf4e7d72a0d738ae25acc9fc39954863501132773e71a86bb6e314d097fda78,2229399,SP,0.9466864507688968,0.8556625308806701,918,199.66666666666666,0.960,0.03378,971,989
ab8c91aa12796f9aed71a5f47c2b8fd4f73b60df0475a9b5eb740e1adf3ffbe1,4722901,MG,0.906945741630655,,889,73.625,0.870,0.19685,858,988
4dcd39ebd82cdb3a50ef915a1466e5ffe1ba9ae2b26069368e7395b0e1f25f3e,2733300,SP,0.9860019484432657,0.8533894598110987,948,191.000,0.950,0.06988,982,988
d8fd8cf9a03d16b92a642595fa09d93ee9df529784916fb34e0ab69f4f7ad62c,4761003,MG,0.9781391673948205,,919,10.000,0.970,1.000,963,988
9aca2a46dc61685e219acb7cdf8a325ccf2a2212f83ee76f102621b17d63eb60,4771701,PR,0.9573023229587636,0.9041592554320518,937,234.3125,0.980,0.14298,963,989
19e4d26a4a0aca729c7890b1976d0a76aafa1a045ffcddf8423245cf9d885255,4757100,"",0.9957805340607261,0.7541195314592036,914,0.000,0.960,0.000,962,988
f7ec3c9356435ae0cc42c2f6e974319ca7da11bdf5c8d37d914df5633a24e6b5,4781400,MT,0.9155965518761853,0.3609414162519835,923,233.250,0.920,0.000,963,988
d8662ee62c42890267a3edb255907f8431148a5758e75bffc69d62eb0c6eb680,4691500,RJ,0.946183999782185,0.693718802875085,948,201.45652173913044,0.960,0.10183,970,988
44c8e599b7eceb65f33c97510523de694717d0d7cfb80b249a7f5815bfe67be0,4711302,"",0.9851206315974702,1.000,963,250.5185185185185,0.970,0.000,979,988
1b8f7ff245e6c2c4ed35d6bd8624a5b63ac967e2cfcc0239d211bfed84adb6f9,4771701,PR,0.9551972308661134,,938,191.88888888888889,0.980,0.05622,978,988
ad02598dd2b1dd3d53b9641ffb76611bd06805807cff63d2eed6c3c3c310aa7e,2943300,SP,0.9532540507361417,0.050,914,184.200,0.950,0.000,973,989
0653ea898079dee7487a0137b658691354cd69b7c01b85c7c8eacbda649427d1,4530703,"",0.837348022164191,0.8131467055034813,792,339.950,0.810,0.000,971,988
099ccd0da9178860878373d66ad7ed266d1f2a159691d2150b676555ec948b0e,1413401,SP,0.8676377444123714,,764,100.250,0.770,0.58305,938,984
4acfe650331d7c1dd3542d09360a5e8d1627a874328619ea86157fdce972bba2,4646001,PR,0.7961619877645889,,797,0.000,0.930,0.000,546,980
129413d052d7e57e312fc295e204033baad7129d4b14922e88e16cfb28bb8eae,2222600,"",0.6439301846435123,0.6037624058750185,668,157.76315789473685,0.950,0.41448,919,984
b2833ceb4c9061dc52acacbafbec5e3e8412f60a5365556e28ed35f15f5a8e7b,4635402,PR,0.8827329149619524,0.9023139661723171,962,184.74074074074073,0.940,0.00193,982,988
52b0a296884670f3bf368827dbb6473839b30305e655c968f3ae526cf6c02ccc,2599399,SP,0.8715089677552441,1.000,845,192.500,0.940,0.000,932,988
303c93ba5a51355fd0cca36f9a3ce1a5b076068a2013f05cc7e4105d64723297,1412601,SC,0.569350738233313,0.8121625873258916,842,121.14285714285714,0.600,0.06703,633,983
17a7c10053f8944fb9754401c38ab9906bf350f1ba0d2d6573ae831e0e09ce21,1011201,MG,0.3391458721036972,,483,66.15845070422536,0.720,0.15828,162,985
