data_processamento;selic_meta;cdi_diario;dolar_venda;ipca_mensal;igpm_mensal;incc_m;ibc_br;inadimplencia_total;inadimplencia_pj;inadimplencia_pf;utilizacao_capacidade;ic_br_agro;ic_br_energia
2026-04-13;15.0;0.055131;5.3764;0.33;0.41;0.72;110.02858;4.07;5.05;2.41;79.1;440.25;447.12
2026-04-12;15.0;0.055131;5.376;0.33;0.41;0.72;110.02858;4.07;5.05;2.41;79.1;440.25;447.12
2026-04-11;15.0;0.055131;5.376;0.33;0.41;0.72;110.02858;4.07;5.05;2.41;79.1;440.25;447.12
2026-04-10;15.0;0.055131;5.376;0.33;0.41;0.72;110.02858;4.07;5.05;2.41;79.1;440.25;447.12
2026-03-31;15.0;0.055131;5.5024;0.33;-0.01;0.21;109.18161;4.02;4.99;2.43;80.5;431.84;450.68
2026-03-30;15.0;0.055131;5.5024;0.33;-0.01;0.21;109.18161;4.02;4.99;2.43;80.5;431.84;450.68
2026-03-29;15.0;0.055131;5.5739;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-28;15.0;0.055131;5.5739;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-27;15.0;0.055131;5.5739;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-26;15.0;0.055131;5.5413;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-25;15.0;0.055131;5.5413;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-24;15.0;0.055131;5.535;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-24;15.0;0.055131;5.535;0.33;-0.01;0.21;109.18161;4.03;5.0;2.44;80.5;431.84;450.68
2026-03-18;15;0.055131;5.5283;0.33;-0.01;0.21;109.18161;4.03;;2.44;80.5;431.84;450.68
2015-01-01;11.75;nan;nan;1.24;0.76;0.92;101.81787;2.82;3.75;1.98;77.6;137.64;156.59
2015-01-02;11.75;0.043455;2.6929;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-03;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-04;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-05;11.75;0.043455;2.7107;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-06;11.75;0.043455;2.7023;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-07;11.75;0.043455;2.6807;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-08;11.75;0.043455;2.6919;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-09;11.75;0.043455;2.6583;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-10;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-11;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-12;11.75;0.043455;2.6575;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-13;11.75;0.043455;2.6485;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-14;11.75;0.043455;2.6222;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-15;11.75;0.043455;2.6122;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-16;11.75;0.043455;2.6193;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-17;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-18;11.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-19;11.75;0.043455;2.6243;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-20;11.75;0.043455;2.6247;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-21;11.75;0.043455;2.5968;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-22;12.25;0.045301;2.5754;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-23;12.25;0.045265;2.5856;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-24;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-25;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-26;12.25;0.045265;2.5966;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-27;12.25;0.045265;2.5809;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-28;12.25;0.045265;2.5797;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-29;12.25;0.045265;2.596;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-30;12.25;0.045265;2.6623;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-01-31;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-01;12.25;nan;nan;1.22;0.27;0.31;101.09181;2.85;3.81;1.99;78.6;143.96;162.47
2015-02-02;12.25;0.045265;2.6894;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-03;12.25;0.045301;2.7059;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-04;12.25;0.045301;2.7148;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-05;12.25;0.045301;2.7386;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-06;12.25;0.045301;2.7641;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-07;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-08;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-09;12.25;0.045301;2.7873;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-10;12.25;0.045301;2.8075;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-11;12.25;0.045301;2.8576;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-12;12.25;0.045301;2.8625;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-13;12.25;0.045301;2.8392;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-14;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-15;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-16;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-17;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-18;12.25;0.045301;2.843;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-19;12.25;0.045301;2.8545;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-20;12.25;0.045301;2.8701;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-21;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-22;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-23;12.25;0.045301;2.8811;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-24;12.25;0.045301;2.8649;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-25;12.25;0.045301;2.8646;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-26;12.25;0.045301;2.8728;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-27;12.25;0.045301;2.8782;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-02-28;12.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-01;12.25;nan;nan;1.32;0.98;0.62;100.90477;2.82;3.67;2.06;77.3;155.69;175.44
2015-03-02;12.25;0.045301;2.8655;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-03;12.25;0.045301;2.9051;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-04;12.25;0.045301;2.9804;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-05;12.75;0.047103;2.9931;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-06;12.75;0.047103;3.0366;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-07;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-08;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-09;12.75;0.047103;3.1018;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-10;12.75;0.047103;3.1299;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-11;12.75;0.047103;3.1162;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-12;12.75;0.047103;3.1171;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-13;12.75;0.047103;3.2264;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-14;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-15;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-16;12.75;0.047103;3.2257;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-17;12.75;0.047103;3.2683;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-18;12.75;0.047103;3.2518;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-19;12.75;0.047103;3.2642;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-20;12.75;0.047103;3.2423;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-21;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-22;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-23;12.75;0.047138;3.18;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-24;12.75;0.047138;3.131;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-25;12.75;0.047138;3.1476;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-26;12.75;0.047138;3.1915;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-27;12.75;0.047138;3.2259;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-28;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-29;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-30;12.75;0.047103;3.2601;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-03-31;12.75;0.047103;3.208;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-01;12.75;0.047103;3.1556;0.71;1.17;0.46;99.66525;2.96;3.75;2.24;76.4;151.96;171.26
2015-04-02;12.75;0.047103;3.1492;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-03;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-04;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-05;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-06;12.75;0.047103;3.0926;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-07;12.75;0.047103;3.1231;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-08;12.75;0.047103;3.0834;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-09;12.75;0.047103;3.0466;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-10;12.75;0.047103;3.0796;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-11;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-12;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-13;12.75;0.047103;3.1011;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-14;12.75;0.047103;3.088;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-15;12.75;0.047103;3.0681;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-16;12.75;0.047103;3.0249;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-17;12.75;0.047103;3.0544;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-18;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-19;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-20;12.75;0.047103;3.0473;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-21;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-22;12.75;0.047103;3.0186;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-23;12.75;0.047103;3.0084;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-24;12.75;0.047103;2.9745;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-25;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-26;12.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-27;12.75;0.047138;2.9236;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-28;12.75;0.047173;2.8943;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-29;12.75;0.047173;2.9375;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-04-30;13.25;0.048897;2.9936;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-01;13.25;nan;nan;0.74;0.41;0.95;99.00042;3.02;3.86;2.27;76.0;153.7;171.9
2015-05-02;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-03;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-04;13.25;0.048897;3.0754;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-05;13.25;0.048967;3.0626;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-06;13.25;0.048967;3.042;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-07;13.25;0.048967;3.0421;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-08;13.25;0.048967;2.9966;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-09;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-10;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-11;13.25;0.048967;3.0175;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-12;13.25;0.048967;3.0389;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-13;13.25;0.048967;3.0103;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-14;13.25;0.048967;3.0032;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-15;13.25;0.048967;2.9894;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-16;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-17;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-18;13.25;0.048967;3.0145;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-19;13.25;0.048967;3.0284;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-20;13.25;0.048967;3.0347;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-21;13.25;0.048967;3.0295;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-22;13.25;0.048967;3.0653;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-23;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-24;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-25;13.25;0.048967;3.1212;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-26;13.25;0.048967;3.1351;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-27;13.25;0.048967;3.174;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-28;13.25;0.048967;3.1748;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-29;13.25;0.048967;3.1788;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-30;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-05-31;13.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-01;13.25;0.048967;3.1789;0.79;0.67;1.84;97.9233;2.92;3.66;2.25;75.3;155.07;175.76
2015-06-02;13.25;0.048967;3.1443;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-03;13.25;0.048967;3.1184;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-04;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-05;13.75;0.050753;3.1684;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-06;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-07;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-08;13.75;0.050753;3.119;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-09;13.75;0.050753;3.0991;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-10;13.75;0.050753;3.0843;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-11;13.75;0.050753;3.1514;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-12;13.75;0.050753;3.1107;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-13;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-14;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-15;13.75;0.050753;3.1036;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-16;13.75;0.050753;3.1082;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-17;13.75;0.050753;3.0989;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-18;13.75;0.050753;3.0472;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-19;13.75;0.050753;3.0788;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-20;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-21;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-22;13.75;0.050753;3.0757;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-23;13.75;0.050753;3.1042;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-24;13.75;0.050753;3.0852;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-25;13.75;0.050753;3.1015;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-26;13.75;0.050753;3.1271;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-27;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-28;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-29;13.75;0.050753;3.139;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-06-30;13.75;0.050753;3.1026;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-01;13.75;0.050753;3.1191;0.62;0.69;0.55;96.94413;3.03;3.78;2.37;74.5;160.33;184.09
2015-07-02;13.75;0.050753;3.1173;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-03;13.75;0.050753;3.1271;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-04;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-05;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-06;13.75;0.050753;3.1431;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-07;13.75;0.050753;3.1809;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-08;13.75;0.050753;3.2282;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-09;13.75;0.050753;3.2163;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-10;13.75;0.050753;3.1897;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-11;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-12;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-13;13.75;0.050753;3.1594;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-14;13.75;0.050753;3.123;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-15;13.75;0.050753;3.1532;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-16;13.75;0.050753;3.1375;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-17;13.75;0.050753;3.1832;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-18;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-19;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-20;13.75;0.050753;3.2149;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-21;13.75;0.050753;3.1813;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-22;13.75;0.050753;3.2094;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-23;13.75;0.050753;3.285;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-24;13.75;0.050753;3.3254;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-25;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-26;13.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-27;13.75;0.050753;3.3557;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-28;13.75;0.050753;3.3815;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-29;13.75;0.050753;3.3419;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-30;14.25;0.052461;3.3652;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-07-31;14.25;0.052461;3.394;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-01;14.25;nan;nan;0.22;0.28;0.59;97.38454;3.12;3.89;2.43;75.3;168.0;193.41
2015-08-02;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-03;14.25;0.052461;3.4425;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-04;14.25;0.052461;3.4675;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-05;14.25;0.052461;3.4851;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-06;14.25;0.052461;3.5347;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-07;14.25;0.052461;3.5181;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-08;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-09;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-10;14.25;0.052461;3.4909;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-11;14.25;0.052461;3.4925;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-12;14.25;0.052461;3.4826;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-13;14.25;0.052461;3.5074;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-14;14.25;0.052461;3.4761;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-15;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-16;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-17;14.25;0.052461;3.4746;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-18;14.25;0.052461;3.4811;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-19;14.25;0.052461;3.4849;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-20;14.25;0.052461;3.4751;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-21;14.25;0.052461;3.4896;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-22;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-23;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-24;14.25;0.052461;3.5494;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-25;14.25;0.052461;3.5345;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-26;14.25;0.052461;3.6326;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-27;14.25;0.052461;3.5555;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-28;14.25;0.052461;3.579;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-29;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-30;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-08-31;14.25;0.052461;3.6467;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-01;14.25;0.052461;3.6725;0.54;0.95;0.22;96.6561;3.12;3.95;2.38;75.7;183.62;210.3
2015-09-02;14.25;0.052461;3.7314;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-03;14.25;0.052461;3.776;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-04;14.25;0.052461;3.7986;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-05;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-06;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-07;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-08;14.25;0.052461;3.8028;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-09;14.25;0.052461;3.787;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-10;14.25;0.052461;3.8698;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-11;14.25;0.052461;3.8698;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-12;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-13;14.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-14;14.25;0.052461;3.8653;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-15;14.25;0.052461;3.8599;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-16;14.25;0.052461;3.8368;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2015-09-17;14.25;0.052461;3.8921;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
